"","","","","","","","","","","","","","","","","","","","習慣化","楽しく勉強","兄弟姉妹","ベビークモン","先生に感謝","本が好き","プリント","計算力UP","やっててよかった","自主的","やる気","友だち","集中力UP","TOEFL","自信がつく","試験に役立つ","自分のペース","基礎力","無料体験学習","リスニング","英検","スポーツと両立","読解力","歌が好きに","仕事に役立つ","考える力","コミュニケーション","留学","音読","E-pencil","医師","ネイティブ","理系大学","志望校合格","暗算","経営者（経営学）","就職"
"710","-","一歳の誕生日に、みんなから貰ったくもんグッズ、二ヶ月からBaby Kumonしているおかげで、おもちゃよりもくもんの教材で勉強するのが大好き。これからも一緒に楽しくくもんしようね♪","/assets/images/photo_cp/data_2nd/modalB_118.jpg","/assets/images/photo_cp/data_2nd/thumbB_118.jpg","-","こは さん","-","〇","","","","","","","","","","","","〇","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"711","-","今日は漢字のお勉強(^^)お花はいい香りがするってままが教えてくれたけど本当かなぁ…♡⁇","/assets/images/photo_cp/data_2nd/modalB_119.jpg","/assets/images/photo_cp/data_2nd/thumbB_119.jpg","-","ゆづき さん","-","","","","","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"712","-","ひとりで勉強にくじけてしまっても、一緒に通っているお兄ちゃんの応援があると、頑張れるようです！二人とも、がんばってね！","/assets/images/photo_cp/data_2nd/modalB_120.jpg","/assets/images/photo_cp/data_2nd/thumbB_120.jpg","-","マミィ さん","-","","","","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"713","-","宿題をする時は、ペットの手乗り文鳥が応援してるよ！楽しい宿題タイムだね。","/assets/images/photo_cp/data_2nd/modalB_121.jpg","/assets/images/photo_cp/data_2nd/thumbB_121.jpg","-","なお さん","-","","","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"714","-","公文を始めてまだ１ヶ月ですが、毎日勉強する習慣が出来ました。１日200枚の宿題は大変とは思うけど、一緒に頑張っていこうね！","/assets/images/photo_cp/data_2nd/modalB_122.jpg","/assets/images/photo_cp/data_2nd/thumbB_122.jpg","-","まめママ さん","-","","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"715","-","くもんで国語を学んでいるから、難しい本も楽しく読んでます。目指すはJフレンズです。","/assets/images/photo_cp/data_2nd/modalB_123.jpg","/assets/images/photo_cp/data_2nd/thumbB_123.jpg","-","あいりママ さん","-","","","","","","","","","","","〇","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"716","-","宿題を毎日コツコツすることに少しずつ慣れてきて、自分から「何分で頑張る！」と目標を決める日もあり、真剣な表情がお兄ちゃんになっていて成長を感じます。応援しているよ！","/assets/images/photo_cp/data_2nd/modalB_124.jpg","/assets/images/photo_cp/data_2nd/thumbB_124.jpg","-","ひなたんまま さん","-","","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"717","-","毎日朝ごはんの後にくもんやっています。となりでまだ食べてる弟をよそに頑張ってるね。エライぞー！","/assets/images/photo_cp/data_2nd/modalB_125.jpg","/assets/images/photo_cp/data_2nd/thumbB_125.jpg","-","うなちゃん さん","-","","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"718","-","勉強は毎日毎日の繰り返しが大切だと日々感じています！日課のプリントも楽しく頑張っています！この調子で一つ一つ頑張ろうね！！","/assets/images/photo_cp/data_2nd/modalB_126.jpg","/assets/images/photo_cp/data_2nd/thumbB_126.jpg","-","Rママ さん","-","","","","","","","","","","","","〇","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"719","-","ひらがな一つも書き方を正しく教えないといけないと思うと不安になりますが、くもんのおかげで正しいえんぴつで自然と持ち、自然と正しい書き方で書いてくれるようになりました。集中力も始めはなかったのですが、くもんを通して集中するという事を身につけてくれました。","/assets/images/photo_cp/data_2nd/modalB_127.jpg","/assets/images/photo_cp/data_2nd/thumbB_127.jpg","-","いっさ さん","-","","","","","","","","","","","","","","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","",""
"720","-","３歳から始めて、これまでいろいろあったけど、めげずに頑張ってきた娘。３年間毎日こつこつ続けて、2016年度の高進度学習者賞をもらうことができました！これからも楽しく続けていこうね！","/assets/images/photo_cp/data_2nd/modalB_128.jpg","/assets/images/photo_cp/data_2nd/thumbB_128.jpg","-","のあちゃんぱぱ さん","-","","","〇","〇","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"721","-","「書けたよ！」って笑顔で言うわが子。はじめて名前のひと文字を書きました。学ぶって嬉しいね！これからも楽しく勉強してね。","/assets/images/photo_cp/data_2nd/modalB_129.jpg","/assets/images/photo_cp/data_2nd/thumbB_129.jpg","-","ちーたん さん","-","","","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"722","-","自分から、くもんの国語を勉強したい！と始めた幼稚園年長さん。それから１年半。念願のオブジェを手にしました。がんばったね。","/assets/images/photo_cp/data_2nd/modalB_130.jpg","/assets/images/photo_cp/data_2nd/thumbB_130.jpg","-","あけ さん","-","","","〇","〇","","","","","","","〇","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"723","-","夏休みも頑張ってますね！英語が大好きでどんどん進んですごいね。ママはいつでも見守ってますよ^o^","/assets/images/photo_cp/data_2nd/modalB_131.jpg","/assets/images/photo_cp/data_2nd/thumbB_131.jpg","-","なのたママ さん","-","","","","","","","","","","〇","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"724","-","年少さんから始めた公文、最初は自宅学習になかなか慣れなくて途中から遊びだしたりもしたけれど、今では自分から『宿題は？』と聞いてきてくれたり、生活の一部になりつつあるね！学ぶことの楽しさに気づけただけでも進歩を感じます！公文から何事も楽しく進められる方法があるんだってことを学びながら、有意義な人生を送ってくれたらうれしいです。","/assets/images/photo_cp/data_2nd/modalB_132.jpg","/assets/images/photo_cp/data_2nd/thumbB_132.jpg","-","そうま母 さん","-","","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"725","-","小学一年生☆初めての夏休み！くもんの宿題や学校の宿題、そして遊ぶ事に大忙しの毎日☆疲れて寝てしまうことも（笑）でもくもん大好きで楽しんで通ってます♡実りのある夏休みになりますように･･･。","/assets/images/photo_cp/data_2nd/modalB_133.jpg","/assets/images/photo_cp/data_2nd/thumbB_133.jpg","-","いとママ さん","-","","","〇","〇","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"726","-","Baby Kumonの絵本は何回読んでももう一回って読んでます。アドバンストの7号が新しく増えて一緒にお絵描きしたりと自分から積極的に取り組み楽しそうなので、次号からも楽しみです。楽しみながらいろいろと吸収して欲しいです。","/assets/images/photo_cp/data_2nd/modalB_134.jpg","/assets/images/photo_cp/data_2nd/thumbB_134.jpg","-","h1r065 さん","-","〇","","","","","","","","","","","","","","〇","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"727","-","ＫＵＭＯＮは、無理なく学年を超えた学習ができるので、よいと思います。先生にほめられたことも、さらに力となっているようです。教室中は、「ママが来るまでがんばろうね。」と励ましていただいています。これからも、続けていこうね、ＫＵＭＯＮ。","/assets/images/photo_cp/data_2nd/modalB_135.jpg","/assets/images/photo_cp/data_2nd/thumbB_135.jpg","-","りょうくんママ さん","-","","","","","","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"728","-","くもんをする時は気合をいれて前髪をくくっています。1日国語10枚英語10枚続けて着々と進めている息子に感心。横について見てやるのも楽しい日々です。これからもがんばれ！","/assets/images/photo_cp/data_2nd/modalB_136.jpg","/assets/images/photo_cp/data_2nd/thumbB_136.jpg","-","ゆうとん さん","-","","","","","","","","","","〇","〇","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"729","-","鉛筆を持つことが仕方ないようでまだ１歳５カ月なのに進んで自分からはじめる。「子供の好奇心や可能性は無限だなぁ」と成長を感じることができ、くもんを始めてよかったです。これからもたくさん一緒にお歌を歌ったり、できたときは一緒にヤッターしようね♪","/assets/images/photo_cp/data_2nd/modalB_137.jpg","/assets/images/photo_cp/data_2nd/thumbB_137.jpg","-","あおむし さん","-","","","","","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","〇","","","","","","","","","","","","",""
"730","-","公文を始めて半年。鉛筆の持ち方も2歳とは思えないくらい一人前になりました。何よりも毎日プリントに楽しんで取り組んでくれていることが、お父さん・お母さんはうれしいです。小学生や中学生のプリントを解く姿を想像しながら、毎日あなたの学習を見守っています。これからも一歩一歩親子ともに成長していきましょう。","/assets/images/photo_cp/data_2nd/modalB_138.jpg","/assets/images/photo_cp/data_2nd/thumbB_138.jpg","-","ずけ さん","-","〇","","","","","","","","","","","〇","","","〇","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
